Magnitude,Location,Longitude,Latitude
0.02,"151 km W of Adak, Alaska",-178.818833333333,51.774
-0.53,"26 km W of Dutch Harbor, Alaska",-166.945,53.8846666666667
2.2,"100 km SW of Atka, Alaska",-175.2487,51.5693
1.76,"22 km NW of Grapevine, CA",-119.0903333,35.0936667
-0.2,"83 km NNW of Karluk, Alaska",-154.845666666667,58.2856666666667
1.82000005,"9 km SE of Volcano, Hawaii",-155.182327270508,19.3721675872803
2.61,"25 km ENE of Maricopa, CA",-119.1353333,35.1041667
0.82,"89 km W of Adak, Alaska",-177.927833333333,51.8645
1.8,"11 km N of Skwentna, Alaska",-151.3739,62.095
1.86,"21 km NW of Grapevine, CA",-119.094,35.0813333
1.94,"21 km NW of Grapevine, CA",-119.0931667,35.0791667
1.48,"22 km SW of Lamont, CA",-119.0875,35.1218333
1.53,"24 km NW of Grapevine, CA",-119.1116667,35.106
1.73,"22 km NW of Grapevine, CA",-119.0846667,35.0921667
1.28,"22 km NW of Grapevine, CA",-119.0995,35.0811667
1.76,"24 km E of Maricopa, CA",-119.1371667,35.0951667
3.4,"9 km N of Stonewall, Oklahoma",-96.519,34.74066667
2.35,"24 km NW of Grapevine, CA",-119.1075,35.0995
1.4,"24 km SSW of Susitna, Alaska",-150.6531,61.3365
1.09,"11 km W of Corona, CA",-117.684,33.8873333
-0.84,"22 km W of Sitka, Alaska",-135.704333333333,57.0681666666667
1.55,"25 km ENE of Maricopa, CA",-119.1361667,35.1035
1.81,"25 km NW of Grapevine, CA",-119.1183333,35.1075
-0.38,"70 km NNE of Chignik, Alaska",-158.164,56.9173333333333
1.45,"17 km N of Pine Mountain Club, CA",-119.1456667,35.0006667
5.1,"44 km SW of Masachapa, Nicaragua",-86.8399,11.539
2.41,"7 km E of Puebla, B.C., MX",-115.2833333,32.5648333
4.3,"33 km WSW of Masachapa, Nicaragua",-86.7876,11.6452
3.3,"23 km NW of Grapevine, CA",-119.1081667,35.093
2.29,"7 km E of Puebla, B.C., MX",-115.28,32.5676667
2.12,"24 km E of Maricopa, CA",-119.1375,35.1001667
2.84,"21 km NW of Grapevine, CA",-119.0816667,35.089
1.4,"27 km NNE of Montecito, CA",-119.54,34.6658333
1.39,"19 km NW of Grapevine, CA",-119.0561676,35.079834
0.92,"1 km E of Loma Linda, CA",-117.25,34.047
2.1,"10 km E of Susitna North, Alaska",-149.6503,62.1544
3.8,"293 km SSW of Nikolski, Alaska",-170.4708,50.4982
1.56,"22 km NW of Grapevine, CA",-119.0975,35.0913333
1.5,"4 km ENE of Topaz, California",-119.4762,38.6315
1.89,"23 km NW of Grapevine, CA",-119.0946667,35.0996667
1.53,"22 km NW of Grapevine, CA",-119.088,35.0883333
1.3,"75 km WNW of Nikiski, Alaska",-152.6063,60.8946
2.36,"24 km NW of Grapevine, CA",-119.1055,35.1001667
1.99,"20 km NW of Grapevine, CA",-119.0863333,35.0756667
2.83,"12 km  of Walker, CA",-119.51,38.62
-0.58,"13 km NE of Milford, Utah",-112.903333333333,38.4876666666667
2.1099999,"10 km SSE of Pāhala, Hawaii",-155.448669433594,19.1084995269775
1.43,"24 km NW of Grapevine, CA",-119.1061667,35.0973333
1.27,"24 km NW of Grapevine, CA",-119.1123333,35.0981667
0.51,"19 km ESE of Anza, CA",-116.4981667,33.4701667
1.6,"71 km ENE of Chase, Alaska",-148.8644,62.747
1.2,"23 km NW of Grapevine, CA",-119.1063333,35.0891667
1.41,"25 km SW of Lamont, CA",-119.1211667,35.116
0.32,"81 km NNW of Karluk, Alaska",-154.944,58.2526666666667
1.95,"25 km SW of Lamont, CA",-119.1201667,35.109
1.78,"24 km SW of Lamont, CA",-119.1083333,35.1125
1.77,"24 km NW of Grapevine, CA",-119.104,35.101
1.35,"24 km ENE of Maricopa, CA",-119.1381667,35.1025
1.53,"23 km NW of Grapevine, CA",-119.1035,35.0966667
2.11,"20 km NW of Grapevine, CA",-119.0861667,35.0721667
1.52,"24 km ENE of Maricopa, CA",-119.1423333,35.1033333
3.64,"25 km SW of Lamont, CA",-119.1221667,35.1103333
1.73,"26 km NW of Grapevine, CA",-119.1255,35.1078333
1.25,"25 km NW of Grapevine, CA",-119.1211667,35.1006667
1.7,"24 km NW of Grapevine, CA",-119.1176667,35.0965
1.33,"20 km SW of Lamont, CA",-119.0815,35.1396667
1.31,"24 km E of Maricopa, CA",-119.1383333,35.0965
0.92,"22 km ESE of Little Lake, CA",-117.6758333,35.872
1.84,"21 km ENE of Maricopa, CA",-119.183,35.1105
1.88,"24 km NW of Grapevine, CA",-119.1093333,35.1
1.7,"33 km W of Beaver, Alaska",-148.1475,66.3521
1.47,"12 km SW of Salton City, CA",-116.0436667,33.225
1.21,"24 km NW of Grapevine, CA",-119.1071667,35.1066667
1.46,"25 km SW of Lamont, CA",-119.1253333,35.1205
2.08,"24 km NW of Grapevine, CA",-119.1155,35.0985
0.26,"149 km W of Adak, Alaska",-178.789333333333,51.712
2.21,"20 km NNW of Grapevine, CA",-119.0505,35.095
1.47,"20 km NW of Grapevine, CA",-119.0638333,35.0888333
2.1,"30 km NW of Toyah, Texas",-104.029,31.501
0.57,"13 km NE of Milford, Utah",-112.903666666667,38.4888333333333
0.22,"14 km NE of Milford, Utah",-112.901333333333,38.4913333333333
1.97,"7 km S of Volcano, Hawaii",-155.24,19.3793333333333
2.96,"21 km NW of Grapevine, CA",-119.0836667,35.0866667
1.16,"24 km NW of Grapevine, CA",-119.1123333,35.096
1.5,"58 km N of Petersville, Alaska",-150.5547,63.0103
4.3,"Pagan region, Northern Mariana Islands",145.2847,18.295
1.51,"7 km SE of Katie, Oklahoma",-97.292,34.531
1.83,"25 km NW of Grapevine, CA",-119.1218333,35.103
1.68,"24 km ENE of Maricopa, CA",-119.1418333,35.1011667
1.2,"16 km ESE of Fernley, Nevada",-119.0672,39.5757
1.94,"25 km NW of Grapevine, CA",-119.1261667,35.1006667
2.17000008,"3 km W of Pāhala, Hawaii",-155.509338378906,19.1979999542236
0.3,"13 km NE of Milford, Utah",-112.901833333333,38.489
1.69,"18 km NW of Grapevine, CA",-119.081,35.0535
1.62,"23 km NW of Grapevine, CA",-119.1086667,35.0856667
1.61,"21 km NW of Grapevine, CA",-119.075,35.0866667
1.75999999,"6 km SSW of Volcano, Hawaii",-155.251159667969,19.3854999542236
1.51,"7 km SE of Katie, Oklahoma",-97.28466667,34.5345
1.4,"26 km NW of Grapevine, CA",-119.1248333,35.1078333
2.3,"21 km SW of Lamont, CA",-119.0876667,35.1306667
1.16,"20 km NW of Grapevine, CA",-119.0748333,35.0773333
0.75,"15 km W of Searles Valley, CA",-117.5703333,35.7578333
0.94,"25 km ENE of Maricopa, CA",-119.1285,35.1041667
1.52,"22 km NW of Grapevine, CA",-119.0885,35.0983333
1.31,"25 km SW of Lamont, CA",-119.1201667,35.1091667
1.78999996,"6 km S of Volcano, Hawaii",-155.243499755859,19.3834991455078
1.44,"23 km NW of Grapevine, CA",-119.0958333,35.0985
2.03,"5 km NNW of The Geysers, CA",-122.78,38.81
-1.01,"23 km W of Sitka, Alaska",-135.715,57.0748333333333
-0.49,"20 km W of Sitka, Alaska",-135.675,57.073
-0.64,"20 km W of Sitka, Alaska",-135.669,57.064
1.36,"24 km NW of Grapevine, CA",-119.1116667,35.0991667
0.76,"14 km NE of Milford, Utah",-112.896,38.4913333333333
1.53,"21 km SW of Lamont, CA",-119.092,35.1331667
1.99,"22 km NW of Grapevine, CA",-119.0888333,35.093
0.71,"24 km WNW of Searles Valley, CA",-117.652,35.8416667
2.1,"6 km WNW of Bodega Bay, CA",-123.12,38.34
1.6,"21 km SW of Lamont, CA",-119.0866667,35.1301667
1.49,"21 km NW of Grapevine, CA",-119.0905,35.083
0.54,"14 km NE of Milford, Utah",-112.8995,38.4933333333333
0.7,"14 km NE of Milford, Utah",-112.900666666667,38.4946666666667
1.28,"22 km NW of Grapevine, CA",-119.0995,35.0893333
4.8,"41 km S of Moíres, Greece",24.859,34.6754
0.89,"15 km E of Seven Trees, CA",-121.67,37.31
2.08,"3 km SE of Pāhala, Hawaii",-155.453826904297,19.1788330078125
1.77,"23 km E of Maricopa, CA",-119.1458333,35.0791667
1.42,"24 km SW of Lamont, CA",-119.1068333,35.1075
1.25,"34 km SSW of False Pass, Alaska",-163.541333333333,54.5516666666667
1.8,"24 km NW of Grapevine, CA",-119.1158333,35.0996667
2.31,"35 km SSW of False Pass, Alaska",-163.524333333333,54.539
1.77,"8 km S of Volcano, Hawaii",-155.223663330078,19.3633327484131
1.63,"24 km ENE of Maricopa, CA",-119.1433333,35.1096667
1.43,"24 km ENE of Maricopa, CA",-119.1411667,35.1093333
2.8,"6 km S of Volcano, Hawaii",-155.240333333333,19.3826666666667
1.2,"25 km WNW of Valdez, Alaska",-146.7956,61.1992
1.1,"57 km S of Shungnak, Alaska",-157.2413,66.378
1.37,"25 km NW of Grapevine, CA",-119.1236667,35.1041667
1.81,"3 km NW of The Geysers, CA",-122.79,38.8
1.51,"23 km NW of Grapevine, CA",-119.1006667,35.0975
1.49,"24 km NW of Grapevine, CA",-119.115,35.0983333
1.64,"24 km NW of Grapevine, CA",-119.1168333,35.1001667
4.9,"33 km S of Moíres, Greece",24.9217,34.7476
2.17,"24 km NW of Grapevine, CA",-119.1066667,35.1
1.98,"20 km NW of Grapevine, CA",-119.068,35.0843333
1.75,"22 km NW of Grapevine, CA",-119.076,35.1
1.0,"6 km S of Salcha, Alaska",-146.926,64.4637
1.94,"24 km NW of Grapevine, CA",-119.1145,35.099
0.83,"11 km SW of Salton City, CA",-116.0385,33.227
1.83,"24 km NW of Grapevine, CA",-119.1171667,35.1015
2.25,"24 km E of Maricopa, CA",-119.139,35.0773333
1.67,"20 km NW of Grapevine, CA",-119.0926667,35.068
2.79,"24 km NW of Grapevine, CA",-119.1096667,35.0996667
2.23,"24 km NW of Grapevine, CA",-119.1118333,35.1003333
1.29,"22 km NW of Grapevine, CA",-119.0898333,35.095
3.37,"82 km N of Charlotte Amalie, U.S. Virgin Islands",-64.9171666666667,19.0896666666667
1.83,"19 km NW of Grapevine, CA",-119.0856667,35.062
1.49,"20 km NW of Grapevine, CA",-119.059,35.0928333
1.62,"11 km N of Tonasket, Washington",-119.4215,48.80716666666667
1.3,"5 km NW of Harding-Birch Lakes, Alaska",-146.6752,64.4133
2.14,"23 km SW of Lamont, CA",-119.1006667,35.1141667
2.01,"25 km NW of Grapevine, CA",-119.124,35.1021667
1.89,"24 km SW of Lamont, CA",-119.1078333,35.1115
1.51,"25 km NW of Grapevine, CA",-119.122,35.102
1.93,"11 km S of Fern Forest, Hawaii",-155.1445,19.3641666666667
2.38,"24 km NW of Grapevine, CA",-119.1071667,35.0978333
1.35,"23 km E of Maricopa, CA",-119.1535,35.0833333
1.6,"23 km NW of Grapevine, CA",-119.0995,35.0965
1.53,"24 km SW of Lamont, CA",-119.1065,35.1166667
2.26,"21 km NW of Grapevine, CA",-119.083,35.0823333
1.9,"70 km WNW of Ninilchik, Alaska",-152.9048,60.1934
1.55,"23 km NW of Grapevine, CA",-119.1006667,35.0916667
1.92,"22 km NW of Grapevine, CA",-119.0935,35.0943333
1.7,"12 km SW of Point MacKenzie, Alaska",-150.1207,61.2734
0.44,"4 km SSE of Quilcene, Washington",-122.84216666666667,47.787166666666664
1.33,"25 km SW of Lamont, CA",-119.1178333,35.1123333
2.11,"21 km NW of Grapevine, CA",-119.0881667,35.0821667
2.03,"23 km NW of Grapevine, CA",-119.1068333,35.0945
1.34,"21 km NW of Grapevine, CA",-119.091,35.0785
1.75,"22 km NW of Grapevine, CA",-119.0918333,35.0933333
0.6,"7 km SSW of Borrego Springs, CA",-116.3986667,33.1998333
1.71,"24 km SW of Lamont, CA",-119.105,35.1133333
1.47,"23 km SW of Ocotillo Wells, CA",-116.3166667,33.0078333
2.14,"22 km NW of Grapevine, CA",-119.0971667,35.087
1.78,"22 km NW of Grapevine, CA",-119.1018333,35.0801667
1.63,"24 km NW of Grapevine, CA",-119.1106667,35.0943333
1.7,"22 km NW of Grapevine, CA",-119.0866667,35.0875
1.7,"9 km SSW of Point Possession, Alaska",-150.7533,60.8415
1.67,"23 km NW of Grapevine, CA",-119.1073333,35.0956667
4.8,Kermadec Islands region,-176.7657,-30.2412
1.57,"24 km NW of Grapevine, CA",-119.1191667,35.087
1.31,"24 km NW of Grapevine, CA",-119.1141667,35.0983333
2.3,"24 km NW of Grapevine, CA",-119.1088333,35.0961667
1.22,"24 km NW of Grapevine, CA",-119.1115036,35.0950012
0.73,"26 km NW of Ocotillo, CA",-116.2081667,32.8903333
1.97,"21 km NW of Grapevine, CA",-119.0936667,35.0806667
1.67,"23 km NW of Grapevine, CA",-119.1125,35.0865
1.34,"23 km NW of Grapevine, CA",-119.1078333,35.0886667
1.8,"23 km NW of Grapevine, CA",-119.1103333,35.0868333
1.06,"14 km ESE of Julian, CA",-116.457,33.0408333
3.12,"22 km NW of Grapevine, CA",-119.103,35.0828333
3.5,"24 km NW of Grapevine, CA",-119.1076667,35.1008333
2.17,"23 km NW of Grapevine, CA",-119.1116667,35.0855
2.35,"24 km NW of Grapevine, CA",-119.1095,35.096
1.9,"21 km SW of Lamont, CA",-119.0798333,35.1248333
0.9,"1 km NE of Maple Valley, Washington",-122.03733333333334,47.401666666666664
1.48,"25 km NW of Grapevine, CA",-119.1201667,35.1
1.72,"24 km SW of Lamont, CA",-119.1091667,35.1106667
1.34,"24 km NW of Grapevine, CA",-119.116,35.1015
1.57,"20 km NW of Grapevine, CA",-119.0845,35.0778333
1.73,"23 km SW of Lamont, CA",-119.0981667,35.1176667
1.35,"24 km NW of Grapevine, CA",-119.1081667,35.0963333
2.9,"17 km S of Volcano, Hawaii",-155.226166666667,19.2838333333333
2.42,"24 km SW of Lamont, CA",-119.1066667,35.1098333
3.09,"24 km SW of Lamont, CA",-119.1009979,35.1118317
1.5,"23 km NW of Grapevine, CA",-119.1048333,35.0913333
1.43,"24 km SW of Lamont, CA",-119.1171667,35.1175
1.87,"11 km SSW of Progreso, B.C., MX",-115.6196667,32.4836667
2.26,"24 km NW of Grapevine, CA",-119.1233333,35.0946667
0.78,"8 km NW of Prague, Oklahoma",-96.73933333,35.54916667
2.58,"20 km NW of Grapevine, CA",-119.0808333,35.0763333
1.74,"20 km NW of Grapevine, CA",-119.0863342,35.0665016
1.54,"22 km NW of Grapevine, CA",-119.089,35.0935
2.55,"25 km NW of Grapevine, CA",-119.1293333,35.0951667
1.99,"24 km NW of Grapevine, CA",-119.1331667,35.0818333
2.07,"25 km NW of Grapevine, CA",-119.1235,35.1035
3.56,"70 km N of Charlotte Amalie, U.S. Virgin Islands",-64.9885,18.9798
2.02,"21 km NW of Grapevine, CA",-119.08,35.0838333
1.84,"22 km SW of Lamont, CA",-119.0925,35.1206667
1.93,"25 km SW of Lamont, CA",-119.1155,35.1123333
2.25,"25 km ENE of Maricopa, CA",-119.133,35.1063333
2.83,"24 km NW of Grapevine, CA",-119.1101667,35.1058333
1.67,"22 km NW of Grapevine, CA",-119.1043333,35.0818333
1.62,"24 km E of Maricopa, CA",-119.1361667,35.0808333
2.01,"23 km NW of Grapevine, CA",-119.1053333,35.094
1.69,"24 km NW of Grapevine, CA",-119.1181667,35.0878333
2.71,"25 km SW of Lamont, CA",-119.1183333,35.1125
1.68,"23 km NW of Grapevine, CA",-119.093,35.098
1.66,"24 km ENE of Maricopa, CA",-119.1385,35.1098333
1.19,"20 km NW of Grapevine, CA",-119.0546667,35.0915
1.94,"24 km NW of Grapevine, CA",-119.1123333,35.1003333
2.08,"22 km NW of Grapevine, CA",-119.094,35.0833333
1.88,"24 km SW of Lamont, CA",-119.1106667,35.1113333
1.57,"24 km NW of Grapevine, CA",-119.1155,35.1001667
1.97,"24 km NW of Grapevine, CA",-119.106,35.0981667
2.45,"23 km NW of Grapevine, CA",-119.0966667,35.0936667
1.75,"25 km SW of Lamont, CA",-119.1216667,35.1161667
1.52,"18 km NW of Grapevine, CA",-119.0623333,35.065
1.83,"24 km E of Maricopa, CA",-119.135,35.0863333
1.55,"25 km ENE of Maricopa, CA",-119.1281667,35.1076667
1.43,"23 km NW of Grapevine, CA",-119.1026667,35.0951667
1.83,"18 km NW of Grapevine, CA",-119.0596667,35.0671667
2.54,"25 km NW of Grapevine, CA",-119.1123333,35.106
1.39,"25 km NW of Grapevine, CA",-119.1211667,35.1023333
1.96,"20 km NW of Grapevine, CA",-119.0728333,35.0835
1.26,"24 km E of Maricopa, CA",-119.1405029,35.091835
1.83,"23 km NW of Grapevine, CA",-119.0993333,35.1003333
2.18,"25 km ENE of Maricopa, CA",-119.1356667,35.1071667
2.6,"21 km NW of Grapevine, CA",-119.067,35.1
2.25,"25 km E of Maricopa, CA",-119.1321667,35.098
2.88,"25 km NW of Grapevine, CA",-119.1143333,35.105
2.14,"25 km NW of Grapevine, CA",-119.1291667,35.0931667
1.59,"23 km NW of Grapevine, CA",-119.0978333,35.0996667
1.78,"9 km SE of Volcano, Hawaii",-155.173004150391,19.3783340454102
1.62,"20 km NW of Grapevine, CA",-119.0883333,35.0721667
2.7,"25 km SSW of Susitna, Alaska",-150.6587,61.3274
2.75,"24 km NW of Grapevine, CA",-119.1175,35.0995
1.58,"24 km NW of Grapevine, CA",-119.1091667,35.0948333
1.75,"24 km ENE of Maricopa, CA",-119.1478333,35.1096667
2.4,"20 km NW of Grapevine, CA",-119.0885,35.07
3.19,"24 km NW of Grapevine, CA",-119.1133333,35.0951667
1.63,"24 km ENE of Maricopa, CA",-119.1383362,35.1086655
1.95,"24 km NW of Grapevine, CA",-119.1078333,35.1016667
1.86,"24 km NW of Grapevine, CA",-119.12,35.0875
1.55,"18 km NW of Grapevine, CA",-119.0425,35.079
2.38,"39 km NW of Volcano, Hawaii",-155.534332275391,19.6620006561279
2.0,"7 km SSW of Volcano, Hawaii",-155.254333496094,19.3823337554932
2.21,"23 km NW of Grapevine, CA",-119.1033333,35.0955
1.54,"4 km S of Pāhala, Hawaii",-155.480333333333,19.1611666666667
2.32,"23 km NW of Grapevine, CA",-119.0965,35.0936667
1.55,"25 km NW of Grapevine, CA",-119.122,35.106
1.55,"15 km NNW of Pine Mountain Club, CA",-119.1826667,34.9765
2.12,"9 km SW of Alberto Oviedo Mota, B.C., MX",-115.2501667,32.1801667
1.57,"24 km NW of Grapevine, CA",-119.114,35.0988333
1.29,"25 km ENE of Maricopa, CA",-119.1301667,35.1078333
4.6,"215 km NNE of Barra Patuca, Honduras",-83.2273,17.4597
2.68,"25 km E of Maricopa, CA",-119.1313333,35.0965
2.1,"23 km SW of Lamont, CA",-119.0936667,35.1195
1.47,"22 km NW of Grapevine, CA",-119.0705,35.0983333
2.21,"21 km NW of Grapevine, CA",-119.0905,35.0813333
2.0,"18 km WSW of Rotan, Texas",-100.644,32.775
2.01,"25 km NW of Grapevine, CA",-119.1248333,35.099
2.66,"23 km SW of Lamont, CA",-119.1021667,35.1155
2.22,"22 km NW of Grapevine, CA",-119.0733333,35.1026667
2.16,"24 km E of Maricopa, CA",-119.137,35.0921667
2.82,"23 km NW of Grapevine, CA",-119.0983333,35.0931667
3.21,"22 km NW of Grapevine, CA",-119.0686646,35.0999985
2.31,"24 km NW of Grapevine, CA",-119.1151667,35.1015
2.3,"25 km SW of Lamont, CA",-119.1246667,35.114
2.32,"24 km NW of Grapevine, CA",-119.1096667,35.1038333
1.75,"24 km NW of Grapevine, CA",-119.1158333,35.1031667
2.09,"21 km NW of Grapevine, CA",-119.0851667,35.083
2.15,"23 km NW of Grapevine, CA",-119.1055,35.0945
1.33,"7 km NW of Rialto, CA",-117.4188333,34.1515
2.7,"24 km NW of Grapevine, CA",-119.104,35.1016667
2.64,"25 km NW of Grapevine, CA",-119.1216667,35.1078333
3.02,"24 km NW of Grapevine, CA",-119.1106644,35.1036682
2.03,"21 km NW of Grapevine, CA",-119.0851667,35.0828333
2.31,"23 km SW of Lamont, CA",-119.0843333,35.1116667
2.44372820854187,"16 km SSE of Ucluelet, Canada",-125.45016479492188,48.80616760253906
2.99,"24 km NW of Grapevine, CA",-119.1106644,35.0978317
2.95,"22 km NW of Grapevine, CA",-119.0955,35.0908333
3.44,"24 km NW of Grapevine, CA",-119.1111667,35.0965
2.45,"24 km SW of Lamont, CA",-119.1091667,35.112
2.69,"24 km NW of Grapevine, CA",-119.1138333,35.1041667
1.82,"24 km NW of Grapevine, CA",-119.1165,35.0981667
2.34,"24 km NW of Grapevine, CA",-119.102,35.1003333
2.45,"22 km NW of Grapevine, CA",-119.0828333,35.1006667
2.4,"22 km SW of Lamont, CA",-119.078,35.1083333
2.18,"21 km NW of Grapevine, CA",-119.0828333,35.0873333
2.67,"22 km NW of Grapevine, CA",-119.0961667,35.0873333
2.0,"24 km NW of Grapevine, CA",-119.124,35.0878333
1.96,"22 km NW of Grapevine, CA",-119.0931667,35.0951667
1.74,"23 km NW of Grapevine, CA",-119.1045,35.098
2.56,"23 km NW of Grapevine, CA",-119.106,35.0891667
2.88,"23 km SW of Lamont, CA",-119.0995,35.1185
2.73,"23 km SW of Lamont, CA",-119.0961667,35.1196667
2.2,"21 km NW of Grapevine, CA",-119.0965,35.0766667
2.23,"22 km NW of Grapevine, CA",-119.0925,35.0835
2.51,"20 km NW of Grapevine, CA",-119.088,35.0738333
2.42,"22 km NW of Grapevine, CA",-119.087,35.099
2.45,"22 km NW of Grapevine, CA",-119.0833333,35.094
2.45,"24 km NW of Grapevine, CA",-119.102,35.1041667
2.1,"Rat Islands, Aleutian Islands, Alaska",178.4828,51.791
3.23,"23 km NW of Grapevine, CA",-119.1008333,35.0948333
2.4,"21 km NW of Grapevine, CA",-119.0983353,35.0708351
2.48,"22 km NW of Grapevine, CA",-119.102,35.083
1.3,"38 km NNE of Chickaloon, Alaska",-148.2928,62.1284
2.37,"5 km SSW of Volcano, Hawaii",-155.25,19.3931666666667
2.29,"22 km NW of Grapevine, CA",-119.091,35.0955
2.6,"25 km SW of Lamont, CA",-119.1203333,35.1153333
2.6,"24 km NW of Grapevine, CA",-119.1103333,35.1048333
2.26,"22 km NW of Grapevine, CA",-119.0946667,35.0835
2.32,"23 km NW of Grapevine, CA",-119.1073333,35.0908333
2.37,"24 km NW of Grapevine, CA",-119.1133333,35.0978333
2.13,"23 km NW of Grapevine, CA",-119.0818333,35.1051667
2.27,"20 km NW of Grapevine, CA",-119.0818333,35.0781667
3.23,"23 km NW of Grapevine, CA",-119.1071667,35.0893333
2.47,"21 km NW of Grapevine, CA",-119.09,35.0821667
3.06,"24 km NW of Grapevine, CA",-119.1176667,35.0993333
2.83,"23 km NW of Grapevine, CA",-119.1081667,35.0841667
3.58,"23 km NW of Grapevine, CA",-119.1118333,35.0876667
4.06,"22 km SW of Lamont, CA",-119.0783333,35.111
3.04,"20 km NW of Grapevine, CA",-119.0801667,35.0681667
4.6,"88 km WNW of Copiapó, Chile",-71.0787,-26.9333
2.94,"20 km NW of Grapevine, CA",-119.0676667,35.0788333
2.97,"19 km NW of Grapevine, CA",-119.0773315,35.0660019
3.4,"10 km WNW of Mettler, California",-119.0796,35.0906
3.6,"9 km W of Mettler, California",-119.069,35.0714
4.6,"25 km SW of Lamont, CA",-119.115,35.1088333
5.22,"24 km SW of Lamont, CA",-119.097,35.109
1.5,"20 km ESE of Little Lake, CA",-117.6911667,35.8901667
2.25,"7 km SSW of Volcano, Hawaii",-155.257166666667,19.3815
1.54,"6 km N of Calumet, Oklahoma",-98.12666667,35.66233333
1.8,"3 km WNW of Chignik Lake, Alaska",-158.8233,56.2653
0.78,"69 km SSW of Ugashik, Alaska",-157.717166666667,56.9176666666667
0.94,"6 km WSW of Hiawatha, Utah",-111.074833333333,39.4568333333333
4.4,"25 km W of Davila, Philippines",120.3368,18.5153
0.88,"19 km E of Little Lake, CA",-117.6955,35.9401667
1.7,"63 km SE of Denali National Park, Alaska",-150.8755,63.1205
4.5,"84 km NE of Levuka, Fiji",179.9589,-17.6187
1.28,"33 km SSW of False Pass, Alaska",-163.538333333333,54.5581666666667
2.1,"60 km W of Anchor Point, Alaska",-152.8954,59.8596
1.53,"16 km SSE of Glacier, Washington",-121.84466666666667,48.7545
1.15,"14 km NNW of Fayette, Utah",-111.888833333333,39.3501666666667
0.7,"39 km E of Minto, Alaska",-148.5053,65.1425
4.6,"59 km S of Kangding, China",101.9473,29.4614
1.75,"7 km S of Volcano, Hawaii",-155.245498657227,19.3784999847412
1.56,"9 km W of Bryce Canyon City, Utah",-112.266333333333,37.6736666666667
4.6,"15 km SSE of Feke, Turkey",35.9702,37.6819
-0.31,"23 km W of Dutch Harbor, Alaska",-166.904333333333,53.8661666666667
-0.11,"24 km W of Dutch Harbor, Alaska",-166.9125,53.8756666666667
1.05,"34 km SSW of False Pass, Alaska",-163.540666666667,54.5526666666667
1.72,"33 km SSW of False Pass, Alaska",-163.540333333333,54.5608333333333
0.96,"2 km NW of Maple Falls, Washington",-122.10116666666667,48.93533333333333
2.56,"8 km SE of Katie, Oklahoma",-97.28716667,34.52616667
0.9,"5 km NNE of Cabazon, CA",-116.7735,33.9596667
2.39,"20 km W of Volcano, Hawaii",-155.422666666667,19.469
1.04,"1 km SW of Glen Avon, CA",-117.4961667,34.0035
2.27,"15 km S of Volcano, Hawaii",-155.225333333333,19.301
1.82,"24 km WNW of Chignik Lake, Alaska",-159.133833333333,56.3188333333333
1.8,"70 km N of Petersville, Alaska",-150.5026,63.1208
0.8,"35 km S of South Van Horn, Alaska",-147.9234,64.4946
0.19,"65 km ESE of West Yellowstone, Montana",-110.352833333333,44.4245
0.82,"65 km ESE of West Yellowstone, Montana",-110.349833333333,44.4303333333333
0.92,"1 km SW of Glen Avon, CA",-117.4958333,34.004
2.8,"58 km ESE of King Cove, Alaska",-161.5102,54.8162
-0.39,"74 km NE of Nikolski, Alaska",-168.092166666667,53.4221666666667
0.56,"66 km ESE of West Yellowstone, Montana",-110.3385,44.4228333333333
0.33,"65 km ESE of West Yellowstone, Montana",-110.349333333333,44.4291666666667
2.37,"6 km SW of Prineville, Oregon",-120.89,44.25716666666667
0.61,"14 km NE of Milford, Utah",-112.9005,38.4953333333333
1.35,"38 km NNE of Amboy, Washington",-122.19333333333333,46.20516666666666
-0.37,"9 km W of Dutch Harbor, Alaska",-166.6815,53.883
0.22,"65 km ESE of West Yellowstone, Montana",-110.348833333333,44.4303333333333
2.5,"3 km S of Charter Oak, CA",-117.8413333,34.0756667
1.04,"8 km ESE of Oliver, Canada",-119.43516666666666,49.166333333333334
1.4,"134 km SE of McCarthy, Alaska",-141.258,60.5374
1.46,"4 km NW of Boron, CA",-117.6781667,35.0295
0.18,"10 km NE of Castle Rock, Washington",-122.824,46.3445
4.0,"2 km WNW of Grębocice, Poland",16.125,51.6044
1.3,"14 km NW of Two Rivers, Alaska",-147.2917,64.9445
0.7000000000000001,"4 km SE of Quilcene, Washington",-122.83433333333333,47.79716666666667
0.49,"84 km W of Adak, Alaska",-177.856166666667,51.8563333333333
1.70000005,"16 km S of Volcano, Hawaii",-155.225830078125,19.2928333282471
2.07,"36 km S of False Pass, Alaska",-163.513,54.5288333333333
1.2,"32 km WNW of Anchor Point, Alaska",-152.3723,59.8814
0.55,"71 km WSW of Nikolski, Alaska",-169.884833333333,52.761
1.8,"62 km NE of Chase, Alaska",-149.0991,62.7666
0.9,"35 km ESE of Minto, Alaska",-148.6414,65.041
1.7,"9 km WSW of Cantwell, Alaska",-149.1171,63.3565
0.76,"5 km NW of Palomar Observatory, CA",-116.8971667,33.3895
5.6,south of the Fiji Islands,-177.6308,-24.4277
1.6,"48 km WSW of Nikolski, Alaska",-169.4962,52.7307
1.2,"25 km N of Chickaloon, Alaska",-148.3772,62.0202
2.1,"56 km E of Port Alsworth, Alaska",-153.3017,60.1376
